"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1911883432797352095","Mon Apr 14 20:45:06 +0000 2025","31946"," damn... diem gabisa berkata kata https://t.co/3coLKv7ChR","1911883432797352095","https://pbs.twimg.com/media/Gohf2bEXYAA2IXq.jpg","","in","","751","380","4389","https://x.com/convomf/status/1911883432797352095","1314975287294083073","convomf"
"1912450939685847211","Wed Apr 16 10:20:10 +0000 2025","16847"," NI FITUR BISA DIILANGIN AJA GAK SIH ANJIMMMMMM https://t.co/islg1Go43m","1912450939685847211","https://pbs.twimg.com/media/Gopj_m6X0AA1np9.jpg","","in","","1056","1556","2399","https://x.com/convomf/status/1912450939685847211","1314975287294083073","convomf"
"1912131331296833970","Tue Apr 15 13:10:09 +0000 2025","51708"," spill isi dm km sama artis favorit-mu yang ternyata cringe kalo dipikir-pikir i'll go first: https://t.co/1hQXalTmPR","1912131331296833970","https://pbs.twimg.com/media/GolBT_jWEAAbCcY.jpg","","in","","5458","4396","3359","https://x.com/convomf/status/1912131331296833970","1314975287294083073","convomf"
"1911965259801182684","Tue Apr 15 02:10:15 +0000 2025","50798"," spill chat lucu dong misal gini. yg toksik jg egkpp https://t.co/aOs8Oud7Am","1911965259801182684","https://pbs.twimg.com/media/GoiqRUlWcAAWHvO.jpg","","in","","1006","1276","3603","https://x.com/convomf/status/1911965259801182684","1314975287294083073","convomf"
"1912128822738120944","Tue Apr 15 13:00:11 +0000 2025","28104","beneran minta tolong banget siapapun yang tau cara mengecilkan gb dari instagram ini gimana https://t.co/01NAtlWsLz","1912128822738120944","https://pbs.twimg.com/media/Gok_B66WEAAb_Gv.jpg","","in","","391","853","1710","https://x.com/convomf/status/1912128822738120944","1314975287294083073","convomf"
"1912098622860111909","Tue Apr 15 11:00:11 +0000 2025","45081"," cekikikan wkkwkwk. coba gess tunjukun chat sama kakak atau adik kalian https://t.co/CQrFy6IdZj","1912098622860111909","https://pbs.twimg.com/media/GokjkGBWIAALziE.jpg","","in","","3148","3200","2055","https://x.com/convomf/status/1912098622860111909","1314975287294083073","convomf"
"1910717009689505916","Fri Apr 11 15:30:09 +0000 2025","26038"," s3t4n dan 1bl1s aja insecure ini https://t.co/RNmeA670tS","1910717009689505916","https://pbs.twimg.com/media/GoQ6_orXoAALBn5.jpg","","nl","","2262","2875","2908","https://x.com/convomf/status/1910717009689505916","1314975287294083073","convomf"
"1911722603645161584","Mon Apr 14 10:06:01 +0000 2025","28680"," iihh seneng bgt calon suamiku setuju buat veksetomi ","1911722603645161584","","","in","","1002","823","1306","https://x.com/convomf/status/1911722603645161584","1314975287294083073","convomf"
"1912045780325511534","Tue Apr 15 07:30:12 +0000 2025","25027"," CW // TIKTOK ada yg pernah ngalamin ini ga? sender pernah https://t.co/5UJUABgHNe","1912045780325511534","https://pbs.twimg.com/media/GojzgP3XwAAAJWV.jpg","","in","","1059","935","1455","https://x.com/convomf/status/1912045780325511534","1314975287294083073","convomf"
"1910969922135417004","Sat Apr 12 08:15:08 +0000 2025","57882"," drop meme yg kaya gini dong sender lagi pengen ketawa hwhhehhehehe https://t.co/2MbS4hzcgi","1910969922135417004","https://pbs.twimg.com/media/GoUhBG_WwAAsdmO.jpg","","in","","617","931","4988","https://x.com/convomf/status/1910969922135417004","1314975287294083073","convomf"
"1912464783044968707","Wed Apr 16 11:15:10 +0000 2025","1873"," ini sebenernya tu brainrot indonesia apa brainrot italy si https://t.co/4mhSNSIFVE","1912464783044968707","https://pbs.twimg.com/media/GopwlcoXwAAZmA1.jpg","","in","","86","67","77","https://x.com/convomf/status/1912464783044968707","1314975287294083073","convomf"
"1912446170523398341","Wed Apr 16 10:01:13 +0000 2025","670"," TW // Roblox kalian kalo main roblox suka main map apaaa? saranin yg seruuu dong","1912446170523398341","","","in","","117","254","54","https://x.com/convomf/status/1912446170523398341","1314975287294083073","convomf"
"1912049755532009507","Tue Apr 15 07:46:00 +0000 2025","4798"," ajarin bahasa bencong dong kak","1912049755532009507","","","in","","300","303","309","https://x.com/convomf/status/1912049755532009507","1314975287294083073","convomf"
"1912386978542387555","Wed Apr 16 06:06:00 +0000 2025","447"," in men with glasses we trust trust issues","1912386978542387555","","","en","","94","74","111","https://x.com/convomf/status/1912386978542387555","1314975287294083073","convomf"
"1910399909594902913","Thu Apr 10 18:30:06 +0000 2025","62041"," lucu ya pacarku pacar kamu gimana? https://t.co/zcw4LGIGlH","1910399909594902913","https://pbs.twimg.com/media/GoMamBDXAAAb_K9.jpg","","in","","2414","2177","2900","https://x.com/convomf/status/1910399909594902913","1314975287294083073","convomf"
"1911338590237237408","Sun Apr 13 08:40:05 +0000 2025","16953"," man with glasses or man with guitar??","1911338590237237408","","","en","","8856","5980","967","https://x.com/convomf/status/1911338590237237408","1314975287294083073","convomf"
"1909948183947403413","Wed Apr 09 12:35:06 +0000 2025","68742"," Watashi proses diet but my ibuk everyday masak enak. If watashi nggak mangan masakan my ibuk become sad minta solusinya dong yorobun. Suwun","1909948183947403413","","","in","","2983","1107","8609","https://x.com/convomf/status/1909948183947403413","1314975287294083073","convomf"
