"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1907602751795736702","Thu Apr 03 01:15:12 +0000 2025","43408"," selamat hari lebaran ke 4 semua nya kalian ada cerita apa aja selama lebaran ini? https://t.co/rSHAX7Bqap","1907602751795736702","https://pbs.twimg.com/media/Gnkql-jXEAAFh6x.jpg","","in","Indonesia","758","1537","1987","https://x.com/tanyakanrl/status/1907602751795736702","1331650559518990336","tanyakanrl"
"1907069231998415122","Tue Apr 01 13:55:11 +0000 2025","12973"," Gw kan salah 1 staff di sekolah swasta nah sekolah buat program kalau hari raya murid2 hrs ke rumah guru2 buat minta maaf. Tpi smpai hri ini pun gaada 1 murid pun yg dtang ke rmah pantas gasih aku ngerasa kesel","1907069231998415122","","","in","Indonesia","1433","3505","291","https://x.com/tanyakanrl/status/1907069231998415122","1331650559518990336","tanyakanrl"
"1907464338249552320","Wed Apr 02 16:05:11 +0000 2025","5110"," TW//JUDOL (titipan)bantuin sendernya guys https://t.co/6AnhCe9kde","1907464338249552320","https://pbs.twimg.com/media/GnistP1WIAATlqZ.jpg","","in","Indonesia","127","503","228","https://x.com/tanyakanrl/status/1907464338249552320","1331650559518990336","tanyakanrl"
"1908757857362714786","Sun Apr 06 05:45:10 +0000 2025","2110"," gue baru tau fakta yang asdffhkfl. KAKEK BUYUT GUE ISTRINYA 9. SEM. BI. LAN. ANJIR ","1908757857362714786","","","in","Indonesia","101","264","32","https://x.com/tanyakanrl/status/1908757857362714786","1331650559518990336","tanyakanrl"
"1908068337570992556","Fri Apr 04 08:05:16 +0000 2025","4196"," mainan ini yuk gesss kalian dapetnya apa nih? https ://iseej .lovepawsona .my .id https://t.co/hh96pSJ4IQ","1908068337570992556","https://pbs.twimg.com/media/GnrSCntWYAAthwr.jpg","","in","Indonesia","1780","1317","310","https://x.com/tanyakanrl/status/1908068337570992556","1331650559518990336","tanyakanrl"
"1907864447588213082","Thu Apr 03 18:35:05 +0000 2025","21480"," muslim only guys serius nanya. ini lambang setankah? sender abis bikin velocity sama sodara terus ditegur ibu2. katanya itu tarian pemanggil setan. terima kasih banyak.","1907864447588213082","","","in","Indonesia","1489","1683","780","https://x.com/tanyakanrl/status/1907864447588213082","1331650559518990336","tanyakanrl"
"1907426599982481653","Wed Apr 02 13:35:14 +0000 2025","1294"," ternyata lagunya salma salsabil tuh enak-enak bgt yah padahal iseng doang dengerin satu lagu tapi bikin nagih. sender paling suka lagu Jenuh Tapi Butuh kalian coba deh dengerin salah satu tracknya kalian suka yg mana? https://t.co/Pvnp72jczw","1907426599982481653","https://pbs.twimg.com/media/GniKYnMWUAAYDhE.jpg","","in","Indonesia","16","64","335","https://x.com/tanyakanrl/status/1907426599982481653","1331650559518990336","tanyakanrl"
"1908950353967530274","Sun Apr 06 18:30:05 +0000 2025","23","Kenapa kalian belum tidur? Lagi mikirin apa sih? ","1908950353967530274","","","in","Indonesia","22","116","2","https://x.com/tanyakanrl/status/1908950353967530274","1331650559518990336","tanyakanrl"
"1905749286522085592","Fri Mar 28 22:30:11 +0000 2025","13338"," CW: 18+ // KOTOR !!! gais pay**ara sender kan gatel trs sender liat di bagian pu**ng itu ada kayak kerak warna item gini. terus sender coba bersihin pake micellar water itu keraknya copot ini tuh kotoran atau bagian dari pu**ng ya? no salty pls https://t.co/Hs9WVj2KdE","1905749286522085592","https://pbs.twimg.com/media/GnKU3-wacAEHAft.jpg","","in","Indonesia","322","758","346","https://x.com/tanyakanrl/status/1905749286522085592","1331650559518990336","tanyakanrl"
"1906621277260931555","Mon Mar 31 08:15:10 +0000 2025","22565"," cw tw // kim soohyun pedo Ceweknya nangis minta pertolongan dan beliau dengan entengnya ngomong bohong demi kepentingan dramanya wkwkwkwkw Air mata buaya lo https://t.co/OXfCwzeS3i","1906621277260931555","https://pbs.twimg.com/media/GnWt8odWoAA7eKh.jpg","","in","Indonesia","509","617","1909","https://x.com/tanyakanrl/status/1906621277260931555","1331650559518990336","tanyakanrl"
"1908927718911046000","Sun Apr 06 17:00:09 +0000 2025","21"," pernah gak sih kalian lupa sama umur kalian skrg?","1908927718911046000","","","in","Indonesia","26","104","2","https://x.com/tanyakanrl/status/1908927718911046000","1331650559518990336","tanyakanrl"
"1907688314196373892","Thu Apr 03 06:55:11 +0000 2025","22026"," ibunya doi sering chat sama aku. Tapi kadang cuma aku read aja. Soalnya bingung juga mau bahas apa klo balesan dia sering kyk gitu . Kalian yang sering chatingan sama camer seringnya bahas apa aja sih? https://t.co/zLZxDF0VIg","1907688314196373892","https://pbs.twimg.com/media/Gnl4aaLXAAA-5GF.jpg","","in","Indonesia","637","1231","486","https://x.com/tanyakanrl/status/1907688314196373892","1331650559518990336","tanyakanrl"
"1906615727315947626","Mon Mar 31 07:53:07 +0000 2025","5976"," SEMOGA tahun ini film animasi INDONESIA yang satu ini bisa meraih penghargaan besar bareng Flow yg menang oscar &amp; Wild Ribot. Honest rating 1000/100 karna berhasil bikin bayi 2 bulan 24 tahun ini nangis! share dong pengalaman kalian! https://t.co/RqqD2HbfY9","1906615727315947626","https://pbs.twimg.com/media/GnWo5lWWsAAiqyu.jpg","","in","Indonesia","34","40","756","https://x.com/tanyakanrl/status/1906615727315947626","1331650559518990336","tanyakanrl"
"1908400525856354748","Sat Apr 05 06:05:16 +0000 2025","4634"," ngetawain ini ga berenti https://t.co/ebr1Rk34y6","1908400525856354748","https://pbs.twimg.com/media/GnwAKg6XkAEjszV.jpg","","in","Indonesia","55","107","248","https://x.com/tanyakanrl/status/1908400525856354748","1331650559518990336","tanyakanrl"
"1907724809712083101","Thu Apr 03 09:20:13 +0000 2025","5310"," guysss disini ada drg atau mahasiswa drg gak? atau yg paham masalah gigi? sender pasang behel di drg umum bukan sp ortho dan ini udh tahun ke 3 tp ngerasa kok giginya ky gak center gt ya:( mohon pencerahannya dong mau nanya ke drg gaenak https://t.co/ApnFQDkMT4","1907724809712083101","https://pbs.twimg.com/media/GnmZmuhWkAA4j63.jpg","","in","Indonesia","91","247","167","https://x.com/tanyakanrl/status/1907724809712083101","1331650559518990336","tanyakanrl"
"1906696787764601088","Mon Mar 31 13:15:13 +0000 2025","44553"," dapet foto ini dr grup keluarga besar sender. gen ask apakah salah post poto keluarga sendiri di sosmed sendiri? duh wdyt guys? https://t.co/krEw40eYyR","1906696787764601088","https://pbs.twimg.com/media/GnXyn7iWIAAZYZ2.jpg","","in","Indonesia","1966","2702","2928","https://x.com/tanyakanrl/status/1906696787764601088","1331650559518990336","tanyakanrl"
"1906993740155171112","Tue Apr 01 08:55:12 +0000 2025","4058"," CW // Affiliate tiktok Sender udh dari dlu pamit skrg ternyata bnyk yg pamit jg ya dari Affiliate tiktok cape ngonten iyah menang pendapatan kagak mana abis kuota pula klu aku mah prettt https://t.co/uo5aC0GNyA","1906993740155171112","https://pbs.twimg.com/media/GncAs2jWcAAuY5H.jpg","","in","Indonesia","15","58","90","https://x.com/tanyakanrl/status/1906993740155171112","1331650559518990336","tanyakanrl"
